index,target,source,flow
4054,22-29340,40-416,21
4055,22-29340,40-538,21
4056,22-29340,40-99999,24
4057,22-29340,41-440,3
4058,22-29340,41-99999,1
4059,22-29340,42-430,12
4060,22-29340,42-99999,16
4061,22-29340,45-16700,2
4062,22-29340,45-273,13
4063,22-29340,45-99999,18
4064,22-29340,46-99999,1
4065,22-29340,47-314,1
4066,22-29340,47-368,17
4067,22-29340,47-400,20
4068,22-29340,47-99999,26
4069,22-29340,48-204,3
4070,22-29340,48-206,18
4071,22-29340,48-238,7
4072,22-29340,48-29700,5
4073,22-29340,48-99999,86
4074,22-29340,49-482,7
4075,22-29340,49-99999,2
4076,22-29340,50-99999,5
4077,22-29340,51-40060,6
4078,22-29340,51-545,2
4079,22-29340,51-99999,5
4080,22-29340,53-500,1
4081,22-29340,53-99999,2
4082,22-29340,54-99999,6
4083,22-29340,55-376,6
4084,22-29340,55-99999,10
4085,22-29340,56-99999,6
4086,22-406,09-408,232
4087,22-406,10-428,149
4088,22-406,11-47900,61
4089,22-406,17-476,98
4090,22-406,20-312,81
4091,22-406,21-178,83
4092,22-406,23-99999,34
4093,22-406,24-12580,101
4094,22-406,24-99999,50
4095,22-406,25-148,208
4096,22-406,25-99999,21
4097,22-406,26-220,123
4098,22-406,26-266,98
4099,22-406,26-99999,99
4100,22-406,27-378,140
4101,22-406,27-99999,61
4102,22-406,28-99999,12
4103,22-406,29-99999,91
4104,22-406,30-99999,59
4105,22-406,31-420,24
4106,22-406,31-99999,66
4107,22-406,32-332,14
4108,22-406,32-99999,13
4109,22-406,33-99999,7
4110,22-406,35-99999,55
4111,22-406,36-104,54
4112,22-406,36-160,64
4113,22-406,36-464,24
4114,22-406,36-99999,75
4115,22-406,37-172,189
4116,22-406,37-268,424
4117,22-406,37-450,95
4118,22-406,37-99999,211
4119,22-406,38-99999,14
4120,22-406,39-184,125
4121,22-406,39-198,52
4122,22-406,39-212,23
4123,22-406,39-99999,105
4124,22-406,40-416,59
4125,22-406,40-538,146
4126,22-406,40-99999,57
4127,22-406,41-440,51
4128,22-406,41-99999,23
4129,22-406,42-430,80
4130,22-406,42-99999,151
4131,22-406,45-16700,65
4132,22-406,45-273,166
4133,22-406,45-99999,186
4134,22-406,46-99999,30
4135,22-406,47-314,59
4136,22-406,47-368,30
4137,22-406,47-400,102
4138,22-406,47-99999,232
4139,22-406,48-12420,69
4140,22-406,48-204,42
4141,22-406,48-206,449
4142,22-406,48-238,32
4143,22-406,48-288,33
4144,22-406,48-29700,17
4145,22-406,48-41700,59
4146,22-406,48-99999,278
4147,22-406,49-482,63
4148,22-406,49-99999,14
4149,22-406,50-99999,82
4150,22-406,51-40060,68
4151,22-406,51-545,92
4152,22-406,51-99999,144
4153,22-406,53-500,19
4154,22-406,53-99999,32
4155,22-406,54-99999,99
4156,22-406,55-376,99
4157,22-406,55-99999,157
4158,22-406,56-99999,7
4159,22-99999,09-408,174
4160,22-99999,10-428,81
4161,22-99999,11-47900,36
4162,22-99999,17-476,168
4163,22-99999,20-312,57
4164,22-99999,21-178,60
4165,22-99999,23-99999,21
4166,22-99999,24-12580,34
4167,22-99999,24-99999,5
4168,22-99999,25-148,89
4169,22-99999,25-99999,24
4170,22-99999,26-220,81
4171,22-99999,26-266,33
4172,22-99999,26-99999,61
4173,22-99999,27-378,99
4174,22-99999,27-99999,44
4175,22-99999,28-99999,85
4176,22-99999,29-99999,111
4177,22-99999,30-99999,38
4178,22-99999,31-420,17
4179,22-99999,31-99999,36
4180,22-99999,32-332,3
4181,22-99999,32-99999,11
4182,22-99999,33-99999,13
4183,22-99999,35-99999,44
4184,22-99999,36-104,9
4185,22-99999,36-160,42
4186,22-99999,36-464,18
4187,22-99999,36-99999,68
4188,22-99999,37-172,91
4189,22-99999,37-268,61
4190,22-99999,37-450,53
4191,22-99999,37-99999,95
4192,22-99999,38-99999,36
4193,22-99999,39-184,105
4194,22-99999,39-198,39
4195,22-99999,39-212,40
4196,22-99999,39-99999,125
4197,22-99999,40-416,174
4198,22-99999,40-538,138
4199,22-99999,40-99999,121
4200,22-99999,41-440,95
4201,22-99999,41-99999,27
4202,22-99999,42-430,39
4203,22-99999,42-99999,137
4204,22-99999,45-16700,34
4205,22-99999,45-273,69
4206,22-99999,45-99999,75
4207,22-99999,46-99999,31
4208,22-99999,47-314,29
4209,22-99999,47-368,51
4210,22-99999,47-400,106
4211,22-99999,47-99999,105
4212,22-99999,48-12420,36
4213,22-99999,48-204,74
4214,22-99999,48-206,203
4215,22-99999,48-238,43
4216,22-99999,48-288,69
4217,22-99999,48-29700,48
4218,22-99999,48-41700,123
4219,22-99999,48-99999,353
4220,22-99999,49-482,29
4221,22-99999,49-99999,5
4222,22-99999,50-99999,6
4223,22-99999,51-40060,50
4224,22-99999,51-545,43
4225,22-99999,51-99999,66
4226,22-99999,53-500,94
4227,22-99999,53-99999,25
4228,22-99999,54-99999,53
4229,22-99999,55-376,47
4230,22-99999,55-99999,177
4231,22-99999,56-99999,24
4232,23-99999,09-408,364
4233,23-99999,10-428,327
4234,23-99999,11-47900,67
4235,23-99999,17-476,37
4236,23-99999,20-312,35
4237,23-99999,21-178,80
4238,23-99999,24-12580,100
4239,23-99999,24-99999,54
4240,23-99999,25-148,69
4241,23-99999,25-99999,47
4242,23-99999,26-220,141
4243,23-99999,26-266,60
4244,23-99999,26-99999,100
4245,23-99999,27-378,141
4246,23-99999,27-99999,68
4247,23-99999,28-99999,88
4248,23-99999,29-99999,35
4249,23-99999,30-99999,23
4250,23-99999,31-420,20
4251,23-99999,31-99999,20
4252,23-99999,32-332,11
4253,23-99999,32-99999,12
4254,23-99999,33-99999,23
4255,23-99999,35-99999,15
4256,23-99999,36-104,40
4257,23-99999,36-160,164
4258,23-99999,36-464,97
4259,23-99999,36-99999,258
4260,23-99999,37-172,68
4261,23-99999,37-268,166
4262,23-99999,37-450,40
4263,23-99999,37-99999,86
4264,23-99999,38-99999,15
4265,23-99999,39-184,135
4266,23-99999,39-198,86
4267,23-99999,39-212,47
4268,23-99999,39-99999,137
4269,23-99999,40-416,15
4270,23-99999,40-538,17
4271,23-99999,40-99999,10
4272,23-99999,41-440,59
4273,23-99999,41-99999,10
4274,23-99999,42-430,99
4275,23-99999,42-99999,439
4276,23-99999,45-16700,23
4277,23-99999,45-273,119
4278,23-99999,45-99999,71
4279,23-99999,46-99999,19
4280,23-99999,47-314,42
4281,23-99999,47-368,17
4282,23-99999,47-400,94
4283,23-99999,47-99999,79
4284,23-99999,48-12420,23
4285,23-99999,48-13140,12
4286,23-99999,48-204,3
4287,23-99999,48-206,80
4288,23-99999,48-238,14
4289,23-99999,48-288,105
4290,23-99999,48-29700,10
4291,23-99999,48-41700,8
4292,23-99999,48-99999,49
4293,23-99999,49-482,36
4294,23-99999,49-99999,3
4295,23-99999,50-99999,22
4296,23-99999,51-40060,70
4297,23-99999,51-545,68
4298,23-99999,51-99999,114
4299,23-99999,53-500,45
4300,23-99999,53-99999,41
4301,23-99999,54-99999,56
4302,23-99999,55-376,113
4303,23-99999,55-99999,176
4304,23-99999,56-99999,4
4305,24-12580,17-476,100
4306,24-12580,20-312,32
4307,24-12580,21-178,148
4308,24-12580,25-148,278
4309,24-12580,25-99999,2
4310,24-12580,26-220,231
4311,24-12580,26-266,87
4312,24-12580,26-99999,157
4313,24-12580,27-378,124
4314,24-12580,27-99999,70
4315,24-12580,28-99999,119
4316,24-12580,29-99999,87
4317,24-12580,30-99999,16
4318,24-12580,31-420,29
4319,24-12580,31-99999,23
4320,24-12580,32-332,16
4321,24-12580,32-99999,28
4322,24-12580,33-99999,69
4323,24-12580,35-99999,29
4324,24-12580,36-104,13
4325,24-12580,36-160,184
4326,24-12580,36-464,62
4327,24-12580,36-99999,61
4328,24-12580,37-172,195
4329,24-12580,37-268,40
4330,24-12580,37-99999,114
4331,24-12580,38-99999,11
4332,24-12580,39-184,20
4333,24-12580,39-198,118
4334,24-12580,39-212,68
4335,24-12580,39-99999,116
4336,24-12580,40-416,25
4337,24-12580,40-538,27
4338,24-12580,40-99999,43
4339,24-12580,41-440,50
4340,24-12580,41-99999,30
4341,24-12580,42-99999,2
4342,24-12580,45-16700,37
4343,24-12580,45-273,88
4344,24-12580,45-99999,244
4345,24-12580,46-99999,30
4346,24-12580,47-314,32
4347,24-12580,47-368,35
4348,24-12580,47-400,122
4349,24-12580,47-99999,116
4350,24-12580,48-12420,35
4351,24-12580,48-13140,10
4352,24-12580,48-204,4
4353,24-12580,48-206,185
4354,24-12580,48-238,27
4355,24-12580,48-288,77
4356,24-12580,48-29700,14
4357,24-12580,48-41700,46
4358,24-12580,48-99999,97
4359,24-12580,49-482,40
4360,24-12580,49-99999,5
4361,24-12580,50-99999,75
4362,24-12580,51-99999,14
4363,24-12580,53-500,62
4364,24-12580,53-99999,26
4365,24-12580,54-99999,14
4366,24-12580,55-376,113
4367,24-12580,55-99999,154
4368,24-12580,56-99999,13
4369,24-99999,09-408,1
4370,24-99999,17-476,33
4371,24-99999,20-312,17
4372,24-99999,21-178,36
4373,24-99999,25-148,192
4374,24-99999,25-99999,21
4375,24-99999,26-220,84
4376,24-99999,26-266,21
4377,24-99999,26-99999,72
4378,24-99999,27-378,44
4379,24-99999,27-99999,28
4380,24-99999,28-99999,78
4381,24-99999,29-99999,54
4382,24-99999,30-99999,15
4383,24-99999,31-420,11
4384,24-99999,31-99999,8
4385,24-99999,32-332,13
4386,24-99999,32-99999,8
4387,24-99999,33-99999,10
4388,24-99999,35-99999,12
4389,24-99999,36-104,13
4390,24-99999,36-160,59
4391,24-99999,36-464,14
4392,24-99999,36-99999,45
4393,24-99999,37-172,50
4394,24-99999,37-268,41
4395,24-99999,37-450,12
4396,24-99999,37-99999,67
4397,24-99999,38-99999,19
4398,24-99999,39-184,54
4399,24-99999,39-198,25
4400,24-99999,39-212,32
4401,24-99999,39-99999,64
4402,24-99999,40-416,6
4403,24-99999,40-538,6
4404,24-99999,40-99999,23
4405,24-99999,41-440,10
4406,24-99999,41-99999,4
4407,24-99999,42-99999,6
4408,24-99999,45-16700,28
4409,24-99999,45-273,51
4410,24-99999,45-99999,100
4411,24-99999,46-99999,8
4412,24-99999,47-314,29
4413,24-99999,47-368,14
4414,24-99999,47-400,47
4415,24-99999,47-99999,56
4416,24-99999,48-12420,14
4417,24-99999,48-13140,5
4418,24-99999,48-204,1
4419,24-99999,48-206,83
4420,24-99999,48-238,6
4421,24-99999,48-288,42
4422,24-99999,48-29700,26
4423,24-99999,48-41700,17
4424,24-99999,48-99999,63
4425,24-99999,49-482,26
4426,24-99999,49-99999,1
4427,24-99999,50-99999,34
4428,24-99999,51-99999,5
4429,24-99999,53-500,33
4430,24-99999,53-99999,19
4431,24-99999,54-99999,3
4432,24-99999,55-376,61
4433,24-99999,55-99999,81
4434,24-99999,56-99999,7
4435,25-148,09-408,3
4436,25-148,10-428,13
4437,25-148,11-47900,226
4438,25-148,17-476,124
4439,25-148,20-312,72
4440,25-148,21-178,290
4441,25-148,26-220,309
4442,25-148,26-266,213
4443,25-148,26-99999,249
4444,25-148,27-378,418
4445,25-148,27-99999,90
4446,25-148,28-99999,155
4447,25-148,29-99999,134
4448,25-148,30-99999,56
4449,25-148,31-420,72
4450,25-148,31-99999,72
4451,25-148,32-332,43
4452,25-148,32-99999,40
4453,25-148,35-99999,56
4454,25-148,36-160,591
4455,25-148,36-464,204
4456,25-148,36-99999,75
4457,25-148,37-172,333
4458,25-148,37-268,385
4459,25-148,37-450,170
4460,25-148,37-99999,489
4461,25-148,38-99999,51
4462,25-148,39-184,553
4463,25-148,39-198,360
4464,25-148,39-212,128
4465,25-148,39-99999,395
4466,25-148,40-416,56
4467,25-148,40-538,55
4468,25-148,40-99999,55
4469,25-148,41-440,219
4470,25-148,41-99999,67
4471,25-148,42-430,421
4472,25-148,42-99999,635
4473,25-148,45-16700,79
4474,25-148,45-273,333
4475,25-148,45-99999,375
4476,25-148,46-99999,100
4477,25-148,47-314,138
4478,25-148,47-368,126
4479,25-148,47-400,239
4480,25-148,47-99999,271
4481,25-148,48-12420,83
4482,25-148,48-13140,26
4483,25-148,48-204,19
4484,25-148,48-206,508
4485,25-148,48-238,196
4486,25-148,48-288,335
4487,25-148,48-29700,133
4488,25-148,48-41700,76
4489,25-148,48-99999,411
4490,25-148,49-482,144
4491,25-148,49-99999,47
4492,25-148,51-40060,227
4493,25-148,51-545,391
4494,25-148,51-99999,521
4495,25-148,53-500,242
4496,25-148,53-99999,105
4497,25-148,54-99999,199
4498,25-148,55-376,395
4499,25-148,55-99999,620
4500,25-148,56-99999,27
4501,25-99999,11-47900,25
4502,25-99999,17-476,36
4503,25-99999,20-312,26
4504,25-99999,21-178,139
4505,25-99999,26-220,130
4506,25-99999,26-266,48
4507,25-99999,26-99999,88
4508,25-99999,27-378,112
4509,25-99999,27-99999,23
4510,25-99999,28-99999,30
4511,25-99999,29-99999,25
4512,25-99999,30-99999,15
4513,25-99999,31-420,18
4514,25-99999,31-99999,17
4515,25-99999,32-332,9
4516,25-99999,32-99999,17
4517,25-99999,35-99999,11
4518,25-99999,36-160,7
4519,25-99999,36-464,1
4520,25-99999,36-99999,7
4521,25-99999,37-172,66
4522,25-99999,37-268,105
4523,25-99999,37-450,38
4524,25-99999,37-99999,93
4525,25-99999,38-99999,16
4526,25-99999,39-184,158
4527,25-99999,39-198,76
4528,25-99999,39-212,33
4529,25-99999,39-99999,128
4530,25-99999,40-416,13
4531,25-99999,40-538,14
4532,25-99999,40-99999,7
4533,25-99999,41-440,45
4534,25-99999,41-99999,15
4535,25-99999,42-430,97
4536,25-99999,42-99999,53
4537,25-99999,45-16700,36
4538,25-99999,45-273,46
4539,25-99999,45-99999,78
4540,25-99999,46-99999,18
4541,25-99999,47-314,42
4542,25-99999,47-368,34
4543,25-99999,47-400,46
4544,25-99999,47-99999,45
4545,25-99999,48-12420,9
4546,25-99999,48-13140,3
4547,25-99999,48-204,2
4548,25-99999,48-206,133
4549,25-99999,48-238,31
4550,25-99999,48-288,68
4551,25-99999,48-29700,21
4552,25-99999,48-41700,21
4553,25-99999,48-99999,123
4554,25-99999,49-482,35
4555,25-99999,49-99999,2
4556,25-99999,51-40060,46
4557,25-99999,51-545,69
4558,25-99999,51-99999,82
4559,25-99999,53-500,68
4560,25-99999,53-99999,27
4561,25-99999,54-99999,35
4562,25-99999,55-376,69
4563,25-99999,55-99999,126
4564,25-99999,56-99999,3
4565,26-220,09-408,976
4566,26-220,10-428,604
4567,26-220,11-47900,72
4568,26-220,17-476,324
4569,26-220,20-312,222
4570,26-220,25-148,209
4571,26-220,27-378,532
4572,26-220,27-99999,259
4573,26-220,28-99999,256
4574,26-220,29-99999,319
4575,26-220,30-99999,83
4576,26-220,31-420,73
4577,26-220,31-99999,157
4578,26-220,32-332,35
4579,26-220,32-99999,39
4580,26-220,33-99999,103
4581,26-220,35-99999,44
4582,26-220,36-104,114
4583,26-220,36-160,325
4584,26-220,36-464,197
4585,26-220,36-99999,368
4586,26-220,37-172,237
4587,26-220,37-268,193
4588,26-220,37-450,153
4589,26-220,37-99999,457
4590,26-220,38-99999,80
4591,26-220,40-416,90
4592,26-220,40-538,81
4593,26-220,40-99999,141
4594,26-220,41-440,130
4595,26-220,41-99999,59
4596,26-220,42-99999,648
4597,26-220,45-16700,107
4598,26-220,45-273,423
4599,26-220,45-99999,201
4600,26-220,46-99999,60
4601,26-220,47-314,155
4602,26-220,47-368,130
4603,26-220,47-400,533
4604,26-220,47-99999,486
4605,26-220,48-12420,51
4606,26-220,48-13140,14
4607,26-220,48-204,12
4608,26-220,48-206,352
4609,26-220,48-238,168
4610,26-220,48-288,241
4611,26-220,48-29700,314
4612,26-220,48-41700,159
4613,26-220,48-99999,642
4614,26-220,49-482,147
4615,26-220,49-99999,14
4616,26-220,50-99999,120
4617,26-220,51-40060,99
4618,26-220,51-545,133
4619,26-220,51-99999,321
4620,26-220,53-500,150
4621,26-220,53-99999,85
4622,26-220,54-99999,101
4623,26-220,55-376,167
4624,26-220,55-99999,745
4625,26-220,56-99999,25
4626,26-266,09-408,664
4627,26-266,10-428,223
4628,26-266,11-47900,24
4629,26-266,17-476,114
4630,26-266,20-312,100
4631,26-266,21-178,60
4632,26-266,25-148,65
4633,26-266,27-378,306
4634,26-266,27-99999,110
4635,26-266,28-99999,139
4636,26-266,29-99999,99
4637,26-266,30-99999,54
4638,26-266,31-420,62
4639,26-266,31-99999,42
4640,26-266,32-332,32
4641,26-266,32-99999,28
4642,26-266,33-99999,12
4643,26-266,35-99999,45
4644,26-266,36-104,43
4645,26-266,36-160,399
4646,26-266,36-464,74
4647,26-266,36-99999,209
4648,26-266,37-172,142
4649,26-266,37-268,131
4650,26-266,37-450,53
4651,26-266,37-99999,141
4652,26-266,38-99999,50
4653,26-266,39-184,7
4654,26-266,39-198,50
4655,26-266,39-99999,26
4656,26-266,40-416,38
4657,26-266,40-538,42
4658,26-266,40-99999,30
4659,26-266,41-440,75
4660,26-266,41-99999,36
4661,26-266,42-430,141
4662,26-266,42-99999,374
4663,26-266,45-16700,49
4664,26-266,45-273,100
4665,26-266,45-99999,124
4666,26-266,46-99999,63
4667,26-266,47-314,106
4668,26-266,47-368,106
4669,26-266,47-400,128
4670,26-266,47-99999,183
4671,26-266,48-12420,17
4672,26-266,48-204,3
4673,26-266,48-206,269
4674,26-266,48-238,47
4675,26-266,48-288,132
4676,26-266,48-29700,103
4677,26-266,48-41700,52
4678,26-266,48-99999,306
4679,26-266,49-482,85
4680,26-266,49-99999,7
4681,26-266,50-99999,70
4682,26-266,51-40060,58
4683,26-266,51-545,67
4684,26-266,51-99999,82
4685,26-266,53-500,128
4686,26-266,53-99999,48
4687,26-266,54-99999,106
4688,26-266,55-99999,156
4689,26-266,56-99999,10
4690,26-99999,09-408,668
4691,26-99999,10-428,323
4692,26-99999,11-47900,35
4693,26-99999,17-476,276
4694,26-99999,20-312,128
4695,26-99999,21-178,95
4696,26-99999,25-148,115
4697,26-99999,27-378,401
4698,26-99999,27-99999,249
4699,26-99999,28-99999,236
4700,26-99999,29-99999,210
4701,26-99999,30-99999,55
4702,26-99999,31-420,63
4703,26-99999,31-99999,105
4704,26-99999,32-332,17
4705,26-99999,32-99999,32
4706,26-99999,33-99999,21
4707,26-99999,35-99999,36
4708,26-99999,36-104,66
4709,26-99999,36-160,406
4710,26-99999,36-464,162
4711,26-99999,36-99999,238
4712,26-99999,37-172,216
4713,26-99999,37-268,124
4714,26-99999,37-450,79
4715,26-99999,37-99999,264
4716,26-99999,38-99999,60
4717,26-99999,39-184,163
4718,26-99999,39-198,104
4719,26-99999,39-212,71
4720,26-99999,39-99999,168
4721,26-99999,40-416,90
4722,26-99999,40-538,66
4723,26-99999,40-99999,70
4724,26-99999,41-440,131
4725,26-99999,41-99999,46
4726,26-99999,42-430,111
4727,26-99999,42-99999,609
4728,26-99999,45-16700,94
4729,26-99999,45-273,146
4730,26-99999,45-99999,108
4731,26-99999,46-99999,78
4732,26-99999,47-314,83
4733,26-99999,47-368,119
4734,26-99999,47-400,326
4735,26-99999,47-99999,280
4736,26-99999,48-12420,24
4737,26-99999,48-13140,16
4738,26-99999,48-204,4
4739,26-99999,48-206,282
4740,26-99999,48-238,111
4741,26-99999,48-288,226
4742,26-99999,48-29700,145
4743,26-99999,48-41700,62
4744,26-99999,48-99999,331
4745,26-99999,49-482,91
4746,26-99999,49-99999,9
4747,26-99999,50-99999,89
4748,26-99999,51-40060,64
4749,26-99999,51-545,112
4750,26-99999,51-99999,176
4751,26-99999,53-500,103
4752,26-99999,53-99999,73
4753,26-99999,54-99999,139
4754,26-99999,55-376,75
4755,26-99999,55-99999,362
4756,26-99999,56-99999,22
4757,27-378,09-408,1054
4758,27-378,10-428,421
4759,27-378,11-47900,67
4760,27-378,17-476,300
4761,27-378,20-312,310
4762,27-378,21-178,280
4763,27-378,25-148,216
4764,27-378,28-99999,205
4765,27-378,29-99999,407
4766,27-378,30-99999,290
4767,27-378,31-420,74
4768,27-378,31-99999,414
4769,27-378,32-332,69
4770,27-378,32-99999,65
4771,27-378,33-99999,53
4772,27-378,35-99999,88
4773,27-378,36-104,107
4774,27-378,36-160,281
4775,27-378,36-464,146
4776,27-378,36-99999,244
4777,27-378,37-172,228
4778,27-378,37-268,202
4779,27-378,37-450,103
4780,27-378,37-99999,288
4781,27-378,38-99999,463
4782,27-378,39-184,414
4783,27-378,39-198,281
4784,27-378,39-212,214
4785,27-378,39-99999,334
4786,27-378,40-416,128
4787,27-378,40-538,90
4788,27-378,40-99999,106
4789,27-378,41-440,276
4790,27-378,41-99999,95
4791,27-378,42-430,246
4792,27-378,42-99999,536
4793,27-378,45-16700,81
4794,27-378,45-273,137
4795,27-378,45-99999,173
4796,27-378,46-99999,116
4797,27-378,47-314,68
4798,27-378,47-368,117
4799,27-378,47-400,189
4800,27-378,47-99999,213
4801,27-378,48-12420,128
4802,27-378,48-13140,12
4803,27-378,48-204,35
4804,27-378,48-206,441
4805,27-378,48-238,79
4806,27-378,48-288,309
4807,27-378,48-29700,98
4808,27-378,48-41700,88
4809,27-378,48-99999,435
4810,27-378,49-482,223
4811,27-378,49-99999,23
4812,27-378,50-99999,131
4813,27-378,51-40060,88
4814,27-378,51-545,78
4815,27-378,51-99999,209
4816,27-378,53-500,285
4817,27-378,53-99999,151
4818,27-378,54-99999,106
4819,27-378,55-376,80
4820,27-378,55-99999,74
4821,27-378,56-99999,60
4822,27-99999,09-408,314
4823,27-99999,10-428,173
4824,27-99999,11-47900,38
4825,27-99999,17-476,111
4826,27-99999,20-312,124
4827,27-99999,21-178,75
4828,27-99999,25-148,49
4829,27-99999,28-99999,114
4830,27-99999,29-99999,146
4831,27-99999,30-99999,129
4832,27-99999,31-420,51
4833,27-99999,31-99999,175
4834,27-99999,32-332,14
4835,27-99999,32-99999,27
4836,27-99999,33-99999,27
4837,27-99999,35-99999,44
4838,27-99999,36-104,31
4839,27-99999,36-160,110
4840,27-99999,36-464,53
4841,27-99999,36-99999,105
4842,27-99999,37-172,64
4843,27-99999,37-268,50
4844,27-99999,37-450,33
4845,27-99999,37-99999,99
4846,27-99999,38-99999,121
4847,27-99999,39-184,159
4848,27-99999,39-198,93
4849,27-99999,39-212,47
4850,27-99999,39-99999,158
4851,27-99999,40-416,39
4852,27-99999,40-538,43
4853,27-99999,40-99999,32
4854,27-99999,41-440,93
4855,27-99999,41-99999,34
4856,27-99999,42-430,74
4857,27-99999,42-99999,242
4858,27-99999,45-16700,39
4859,27-99999,45-273,39
4860,27-99999,45-99999,54
4861,27-99999,46-99999,71
4862,27-99999,47-314,67
4863,27-99999,47-368,48
4864,27-99999,47-400,73
4865,27-99999,47-99999,119
4866,27-99999,48-12420,30
4867,27-99999,48-13140,11
4868,27-99999,48-204,24
4869,27-99999,48-206,179
4870,27-99999,48-238,15
4871,27-99999,48-288,148
4872,27-99999,48-29700,47
4873,27-99999,48-41700,42
4874,27-99999,48-99999,203
4875,27-99999,49-482,72
4876,27-99999,49-99999,11
4877,27-99999,50-99999,56
4878,27-99999,51-40060,33
4879,27-99999,51-545,35
4880,27-99999,51-99999,63
4881,27-99999,53-500,92
4882,27-99999,53-99999,95
4883,27-99999,54-99999,42
4884,27-99999,55-376,251
4885,27-99999,55-99999,405
4886,27-99999,56-99999,34
4887,28-99999,09-408,487
4888,28-99999,10-428,306
4889,28-99999,11-47900,50
4890,28-99999,17-476,155
4891,28-99999,20-312,98
4892,28-99999,21-178,152
4893,28-99999,25-148,70
4894,28-99999,29-99999,303
4895,28-99999,30-99999,37
4896,28-99999,31-420,67
4897,28-99999,31-99999,81
4898,28-99999,32-332,30
4899,28-99999,32-99999,31
4900,28-99999,33-99999,20
4901,28-99999,35-99999,41
4902,28-99999,36-104,42
4903,28-99999,36-160,94
4904,28-99999,36-464,56
4905,28-99999,36-99999,161
4906,28-99999,37-172,219
4907,28-99999,37-268,212
4908,28-99999,37-450,111
4909,28-99999,37-99999,200
4910,28-99999,38-99999,57
4911,28-99999,39-184,231
4912,28-99999,39-198,167
4913,28-99999,39-212,67
4914,28-99999,39-99999,277
4915,28-99999,40-416,111
4916,28-99999,40-538,158
4917,28-99999,40-99999,139
4918,28-99999,41-440,107
4919,28-99999,41-99999,29
4920,28-99999,42-430,106
4921,28-99999,42-99999,424
4922,28-99999,45-16700,73
4923,28-99999,45-273,224
4924,28-99999,45-99999,247
4925,28-99999,46-99999,52
4926,28-99999,47-314,116
4927,28-99999,47-368,6
4928,28-99999,47-400,113
4929,28-99999,47-99999,160
4930,28-99999,48-12420,99
4931,28-99999,48-13140,39
4932,28-99999,48-204,20
4933,28-99999,48-206,795
4934,28-99999,48-238,83
4935,28-99999,48-288,656
4936,28-99999,48-29700,51
4937,28-99999,48-41700,144
4938,28-99999,48-99999,597
4939,28-99999,49-482,100
4940,28-99999,49-99999,25
4941,28-99999,50-99999,50
4942,28-99999,51-40060,80
4943,28-99999,51-545,65
4944,28-99999,51-99999,214
4945,28-99999,53-500,92
4946,28-99999,53-99999,64
4947,28-99999,54-99999,96
4948,28-99999,55-376,178
4949,28-99999,55-99999,356
4950,28-99999,56-99999,20
4951,29-99999,09-408,385
4952,29-99999,10-428,273
4953,29-99999,11-47900,23
4954,29-99999,21-178,153
4955,29-99999,25-148,85
4956,29-99999,30-99999,71
4957,29-99999,31-420,31
4958,29-99999,31-99999,226
4959,29-99999,32-332,63
4960,29-99999,32-99999,57
4961,29-99999,33-99999,20
4962,29-99999,35-99999,92
4963,29-99999,36-104,29
4964,29-99999,36-160,155
4965,29-99999,36-464,52
4966,29-99999,36-99999,141
4967,29-99999,37-172,135
4968,29-99999,37-268,128
4969,29-99999,37-450,69
4970,29-99999,37-99999,177
4971,29-99999,38-99999,139
4972,29-99999,39-184,228
4973,29-99999,39-198,195
4974,29-99999,39-212,97
4975,29-99999,39-99999,274
4976,29-99999,40-416,60
4977,29-99999,40-538,37
4978,29-99999,40-99999,74
4979,29-99999,41-440,115
4980,29-99999,41-99999,31
4981,29-99999,42-430,117
4982,29-99999,42-99999,400
4983,29-99999,45-16700,30
4984,29-99999,45-273,104
4985,29-99999,45-99999,175
4986,29-99999,46-99999,128
4987,29-99999,47-314,61
4988,29-99999,47-368,49
4989,29-99999,47-400,151
4990,29-99999,47-99999,260
4991,29-99999,48-12420,50
4992,29-99999,48-13140,28
4993,29-99999,48-204,18
4994,29-99999,48-206,670
4995,29-99999,48-238,57
4996,29-99999,48-288,284
4997,29-99999,48-29700,87
4998,29-99999,48-41700,99
4999,29-99999,48-99999,435
5000,29-99999,49-482,127
5001,29-99999,49-99999,49
5002,29-99999,50-99999,50
5003,29-99999,51-40060,62
5004,29-99999,51-545,69
5005,29-99999,51-99999,144
5006,29-99999,53-500,107
5007,29-99999,53-99999,53
5008,29-99999,54-99999,74
5009,29-99999,55-376,256
5010,29-99999,55-99999,569
5011,29-99999,56-99999,33
5012,30-99999,09-408,128
5013,30-99999,10-428,85
5014,30-99999,11-47900,10
5015,30-99999,21-178,53
5016,30-99999,25-148,52
5017,30-99999,31-420,54
5018,30-99999,31-99999,147
5019,30-99999,32-332,61
5020,30-99999,32-99999,178
5021,30-99999,33-99999,21
5022,30-99999,35-99999,45
5023,30-99999,36-104,17
5024,30-99999,36-160,45
5025,30-99999,36-464,49
5026,30-99999,36-99999,47
5027,30-99999,37-172,42
5028,30-99999,37-268,38
5029,30-99999,37-450,29
5030,30-99999,37-99999,59
5031,30-99999,38-99999,276
5032,30-99999,39-184,90
5033,30-99999,39-198,55
5034,30-99999,39-212,28
5035,30-99999,39-99999,80
5036,30-99999,40-416,69
5037,30-99999,40-538,107
5038,30-99999,40-99999,39
5039,30-99999,41-440,528
5040,30-99999,41-99999,194
